demographic_averages,demographic_counts,epno,score_counts,sid
"{'Males': 6.4, 'Females': 6.5, 'Aged 18-29': 7.5, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.9, 'Males Aged 30-44': 7.4, 'Females Aged 30-44': 4.0, 'Aged 45+': 5.7, 'Males Aged 45+': 5.6, 'Females Aged 45+': 6.7, 'Top 1000 voters': 6.5, 'US users': 6.2, 'Non-US users': 7.2, 'IMDb users': 6.2}","{'Males': 31, 'Females': 5, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 12, 'Males Aged 30-44': 11, 'Females Aged 30-44': 1, 'Aged 45+': 19, 'Males Aged 45+': 16, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 26, 'Non-US users': 9, 'IMDb users': 43}",8,"{'10': 7, '9': 1, '8': 4, '7': 8, '6': 10, '5': 1, '4': 4, '3': 3, '2': 4, '1': 1}",4
"{'Males': 7.9, 'Females': 8.0, 'Aged 18-29': 8.6, 'Males Aged 18-29': 9.0, 'Females Aged 18-29': 8.7, 'Aged 30-44': 8.2, 'Males Aged 30-44': 8.3, 'Females Aged 30-44': 8.8, 'Aged 45+': 7.5, 'Males Aged 45+': 7.6, 'Females Aged 45+': 8.0, 'Top 1000 voters': 8.0, 'US users': 8.0, 'Non-US users': 8.2, 'IMDb users': 7.9}","{'Males': 40, 'Females': 10, 'Aged 18-29': 8, 'Males Aged 18-29': 4, 'Females Aged 18-29': 3, 'Aged 30-44': 15, 'Males Aged 30-44': 11, 'Females Aged 30-44': 4, 'Aged 45+': 27, 'Males Aged 45+': 24, 'Females Aged 45+': 3, 'Top 1000 voters': 16, 'US users': 33, 'Non-US users': 13, 'IMDb users': 60}",7,"{'10': 19, '9': 6, '8': 14, '7': 10, '6': 3, '5': 2, '4': 4, '3': 0, '2': 1, '1': 1}",4
"{'Males': 7.7, 'Females': 7.8, 'Aged 18-29': 7.3, 'Males Aged 18-29': 6.8, 'Females Aged 18-29': 9.0, 'Aged 30-44': 7.7, 'Males Aged 30-44': 7.9, 'Females Aged 30-44': 7.0, 'Aged 45+': 7.7, 'Males Aged 45+': 7.7, 'Females Aged 45+': 6.5, 'Top 1000 voters': 8.1, 'US users': 7.5, 'Non-US users': 8.2, 'IMDb users': 7.6}","{'Males': 30, 'Females': 7, 'Aged 18-29': 9, 'Males Aged 18-29': 5, 'Females Aged 18-29': 3, 'Aged 30-44': 9, 'Males Aged 30-44': 6, 'Females Aged 30-44': 2, 'Aged 45+': 20, 'Males Aged 45+': 18, 'Females Aged 45+': 2, 'Top 1000 voters': 14, 'US users': 26, 'Non-US users': 9, 'IMDb users': 41}",6,"{'10': 9, '9': 0, '8': 10, '7': 16, '6': 2, '5': 2, '4': 1, '3': 1, '2': 0, '1': 0}",4
"{'Males': 7.9, 'Females': 8.4, 'Aged 18-29': 8.0, 'Males Aged 18-29': 7.4, 'Females Aged 18-29': 9.1, 'Aged 30-44': 7.7, 'Males Aged 30-44': 8.0, 'Females Aged 30-44': 7.5, 'Aged 45+': 7.9, 'Males Aged 45+': 7.9, 'Females Aged 45+': 7.5, 'Top 1000 voters': 7.6, 'US users': 7.9, 'Non-US users': 7.8, 'IMDb users': 7.9}","{'Males': 56, 'Females': 13, 'Aged 18-29': 15, 'Males Aged 18-29': 7, 'Females Aged 18-29': 7, 'Aged 30-44': 18, 'Males Aged 30-44': 15, 'Females Aged 30-44': 2, 'Aged 45+': 37, 'Males Aged 45+': 33, 'Females Aged 45+': 4, 'Top 1000 voters': 21, 'US users': 48, 'Non-US users': 17, 'IMDb users': 80}",5,"{'10': 24, '9': 8, '8': 17, '7': 17, '6': 7, '5': 2, '4': 1, '3': 3, '2': 1, '1': 0}",4
"{'Males': 7.1, 'Females': 7.7, 'Aged 18-29': 8.1, 'Males Aged 18-29': 5.7, 'Females Aged 18-29': 10.0, 'Aged 30-44': 8.0, 'Males Aged 30-44': 8.0, 'Aged 45+': 6.3, 'Males Aged 45+': 6.3, 'Females Aged 45+': 6.6, 'Top 1000 voters': 7.4, 'US users': 6.5, 'Non-US users': 8.9, 'IMDb users': 7.0}","{'Males': 30, 'Females': 7, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 9, 'Males Aged 30-44': 9, 'Aged 45+': 21, 'Males Aged 45+': 16, 'Females Aged 45+': 5, 'Top 1000 voters': 14, 'US users': 28, 'Non-US users': 6, 'IMDb users': 41}",4,"{'10': 11, '9': 2, '8': 1, '7': 11, '6': 6, '5': 4, '4': 3, '3': 0, '2': 2, '1': 1}",4
"{'Males': 8.2, 'Females': 8.7, 'Aged 18-29': 9.3, 'Males Aged 18-29': 9.2, 'Females Aged 18-29': 10.0, 'Aged 30-44': 7.8, 'Males Aged 30-44': 7.9, 'Females Aged 30-44': 7.5, 'Aged 45+': 8.1, 'Males Aged 45+': 8.1, 'Females Aged 45+': 7.7, 'Top 1000 voters': 7.8, 'US users': 8.2, 'Non-US users': 8.5, 'IMDb users': 8.2}","{'Males': 30, 'Females': 8, 'Aged 18-29': 8, 'Males Aged 18-29': 4, 'Females Aged 18-29': 3, 'Aged 30-44': 12, 'Males Aged 30-44': 10, 'Females Aged 30-44': 2, 'Aged 45+': 18, 'Males Aged 45+': 15, 'Females Aged 45+': 3, 'Top 1000 voters': 17, 'US users': 25, 'Non-US users': 11, 'IMDb users': 44}",3,"{'10': 15, '9': 8, '8': 8, '7': 6, '6': 2, '5': 4, '4': 0, '3': 1, '2': 0, '1': 0}",4
"{'Males': 7.0, 'Females': 7.1, 'Aged 18-29': 6.8, 'Males Aged 18-29': 6.6, 'Females Aged 18-29': 10.0, 'Aged 30-44': 7.4, 'Males Aged 30-44': 7.9, 'Females Aged 30-44': 5.5, 'Aged 45+': 6.6, 'Males Aged 45+': 6.6, 'Females Aged 45+': 6.3, 'Top 1000 voters': 7.0, 'US users': 6.7, 'Non-US users': 7.2, 'IMDb users': 7.0}","{'Males': 37, 'Females': 7, 'Aged 18-29': 9, 'Males Aged 18-29': 6, 'Females Aged 18-29': 2, 'Aged 30-44': 10, 'Males Aged 30-44': 8, 'Females Aged 30-44': 2, 'Aged 45+': 24, 'Males Aged 45+': 21, 'Females Aged 45+': 3, 'Top 1000 voters': 15, 'US users': 30, 'Non-US users': 9, 'IMDb users': 52}",2,"{'10': 14, '9': 2, '8': 4, '7': 12, '6': 5, '5': 7, '4': 2, '3': 4, '2': 1, '1': 1}",4
"{'Males': 7.1, 'Females': 7.3, 'Aged 18-29': 7.9, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.0, 'Males Aged 30-44': 6.4, 'Females Aged 30-44': 3.0, 'Aged 45+': 7.2, 'Males Aged 45+': 7.2, 'Females Aged 45+': 6.5, 'Top 1000 voters': 6.9, 'US users': 6.8, 'Non-US users': 8.1, 'IMDb users': 7.2}","{'Males': 31, 'Females': 6, 'Aged 18-29': 7, 'Males Aged 18-29': 3, 'Females Aged 18-29': 3, 'Aged 30-44': 9, 'Males Aged 30-44': 8, 'Females Aged 30-44': 1, 'Aged 45+': 21, 'Males Aged 45+': 19, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 27, 'Non-US users': 7, 'IMDb users': 43}",1,"{'10': 12, '9': 1, '8': 6, '7': 8, '6': 5, '5': 4, '4': 5, '3': 2, '2': 0, '1': 0}",4
"{'Males': 7.5, 'Females': 7.5, 'Aged 18-29': 8.8, 'Males Aged 18-29': 8.5, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.6, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 5.0, 'Aged 45+': 7.4, 'Males Aged 45+': 7.5, 'Females Aged 45+': 7.0, 'Top 1000 voters': 7.8, 'US users': 7.3, 'Non-US users': 7.6, 'IMDb users': 7.4}","{'Males': 36, 'Females': 7, 'Aged 18-29': 9, 'Males Aged 18-29': 6, 'Females Aged 18-29': 2, 'Aged 30-44': 11, 'Males Aged 30-44': 10, 'Females Aged 30-44': 1, 'Aged 45+': 23, 'Males Aged 45+': 19, 'Females Aged 45+': 4, 'Top 1000 voters': 20, 'US users': 27, 'Non-US users': 13, 'IMDb users': 52}",0,"{'10': 14, '9': 1, '8': 11, '7': 13, '6': 4, '5': 5, '4': 1, '3': 0, '2': 3, '1': 0}",4
"{'Males': 7.1, 'Females': 7.7, 'Aged 18-29': 7.8, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.6, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 5.0, 'Aged 45+': 6.9, 'Males Aged 45+': 6.9, 'Females Aged 45+': 7.0, 'Top 1000 voters': 7.5, 'US users': 7.0, 'Non-US users': 7.3, 'IMDb users': 7.2}","{'Males': 26, 'Females': 5, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 6, 'Males Aged 30-44': 5, 'Females Aged 30-44': 1, 'Aged 45+': 18, 'Males Aged 45+': 16, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 23, 'Non-US users': 7, 'IMDb users': 37}",19,"{'10': 8, '9': 1, '8': 4, '7': 14, '6': 4, '5': 3, '4': 1, '3': 2, '2': 0, '1': 0}",3
"{'Males': 7.7, 'Females': 5.8, 'Aged 18-29': 6.6, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 5.5, 'Aged 30-44': 7.6, 'Males Aged 30-44': 7.6, 'Aged 45+': 7.6, 'Males Aged 45+': 7.6, 'Females Aged 45+': 8.0, 'Top 1000 voters': 7.9, 'US users': 7.1, 'Non-US users': 7.8, 'IMDb users': 7.4}","{'Males': 25, 'Females': 7, 'Aged 18-29': 10, 'Males Aged 18-29': 5, 'Females Aged 18-29': 4, 'Aged 30-44': 6, 'Males Aged 30-44': 6, 'Aged 45+': 16, 'Males Aged 45+': 13, 'Females Aged 45+': 3, 'Top 1000 voters': 11, 'US users': 22, 'Non-US users': 9, 'IMDb users': 36}",18,"{'10': 10, '9': 1, '8': 6, '7': 11, '6': 3, '5': 1, '4': 2, '3': 0, '2': 0, '1': 2}",3
"{'Males': 8.7, 'Females': 8.7, 'Aged 18-29': 8.9, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 10.0, 'Aged 30-44': 8.6, 'Males Aged 30-44': 8.7, 'Females Aged 30-44': 8.0, 'Aged 45+': 8.7, 'Males Aged 45+': 8.7, 'Females Aged 45+': 8.5, 'Top 1000 voters': 8.6, 'US users': 8.8, 'Non-US users': 7.9, 'IMDb users': 8.4}","{'Males': 56, 'Females': 13, 'Aged 18-29': 14, 'Males Aged 18-29': 10, 'Females Aged 18-29': 3, 'Aged 30-44': 25, 'Males Aged 30-44': 21, 'Females Aged 30-44': 4, 'Aged 45+': 29, 'Males Aged 45+': 24, 'Females Aged 45+': 5, 'Top 1000 voters': 20, 'US users': 49, 'Non-US users': 15, 'IMDb users': 84}",17,"{'10': 33, '9': 15, '8': 16, '7': 10, '6': 2, '5': 2, '4': 3, '3': 1, '2': 1, '1': 1}",3
"{'Males': 7.0, 'Females': 7.5, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 10.0, 'Aged 30-44': 5.5, 'Males Aged 30-44': 6.0, 'Females Aged 30-44': 5.5, 'Aged 45+': 6.9, 'Males Aged 45+': 6.9, 'Females Aged 45+': 7.3, 'Top 1000 voters': 7.3, 'US users': 7.0, 'Non-US users': 6.7, 'IMDb users': 7.0}","{'Males': 24, 'Females': 7, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 6, 'Males Aged 30-44': 4, 'Females Aged 30-44': 2, 'Aged 45+': 17, 'Males Aged 45+': 14, 'Females Aged 45+': 3, 'Top 1000 voters': 13, 'US users': 22, 'Non-US users': 7, 'IMDb users': 38}",16,"{'10': 6, '9': 2, '8': 4, '7': 14, '6': 4, '5': 5, '4': 2, '3': 0, '2': 0, '1': 1}",3
"{'Males': 7.7, 'Females': 8.6, 'Aged 18-29': 7.9, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 9.2, 'Aged 30-44': 7.8, 'Males Aged 30-44': 7.8, 'Females Aged 30-44': 7.0, 'Aged 45+': 7.7, 'Males Aged 45+': 7.6, 'Females Aged 45+': 7.7, 'Top 1000 voters': 8.1, 'US users': 7.6, 'Non-US users': 8.1, 'IMDb users': 7.8}","{'Males': 26, 'Females': 8, 'Aged 18-29': 10, 'Males Aged 18-29': 5, 'Females Aged 18-29': 4, 'Aged 30-44': 6, 'Males Aged 30-44': 5, 'Females Aged 30-44': 1, 'Aged 45+': 18, 'Males Aged 45+': 15, 'Females Aged 45+': 3, 'Top 1000 voters': 12, 'US users': 23, 'Non-US users': 9, 'IMDb users': 40}",15,"{'10': 12, '9': 3, '8': 3, '7': 16, '6': 3, '5': 1, '4': 2, '3': 0, '2': 0, '1': 0}",3
"{'Males': 7.9, 'Females': 7.7, 'Aged 18-29': 8.6, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 10.0, 'Aged 30-44': 7.3, 'Males Aged 30-44': 8.0, 'Females Aged 30-44': 4.0, 'Aged 45+': 7.6, 'Males Aged 45+': 7.6, 'Females Aged 45+': 7.3, 'Top 1000 voters': 7.1, 'US users': 7.6, 'Non-US users': 8.3, 'IMDb users': 7.6}","{'Males': 39, 'Females': 7, 'Aged 18-29': 13, 'Males Aged 18-29': 9, 'Females Aged 18-29': 3, 'Aged 30-44': 7, 'Males Aged 30-44': 6, 'Females Aged 30-44': 1, 'Aged 45+': 26, 'Males Aged 45+': 23, 'Females Aged 45+': 3, 'Top 1000 voters': 19, 'US users': 29, 'Non-US users': 15, 'IMDb users': 54}",14,"{'10': 15, '9': 6, '8': 6, '7': 13, '6': 4, '5': 8, '4': 1, '3': 0, '2': 1, '1': 0}",3
"{'Males': 6.7, 'Females': 8.8, 'Aged 18-29': 7.0, 'Males Aged 18-29': 6.8, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.2, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 5.0, 'Aged 45+': 6.6, 'Males Aged 45+': 6.4, 'Females Aged 45+': 10.0, 'Top 1000 voters': 6.4, 'US users': 6.6, 'Non-US users': 7.4, 'IMDb users': 6.6}","{'Males': 26, 'Females': 4, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 7, 'Males Aged 30-44': 6, 'Females Aged 30-44': 1, 'Aged 45+': 16, 'Males Aged 45+': 15, 'Females Aged 45+': 1, 'Top 1000 voters': 16, 'US users': 22, 'Non-US users': 6, 'IMDb users': 38}",13,"{'10': 6, '9': 2, '8': 4, '7': 9, '6': 6, '5': 5, '4': 2, '3': 3, '2': 0, '1': 1}",3
"{'Males': 6.6, 'Females': 6.2, 'Aged 18-29': 6.6, 'Males Aged 18-29': 6.7, 'Females Aged 18-29': 7.3, 'Aged 30-44': 6.4, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 6.0, 'Aged 45+': 6.3, 'Males Aged 45+': 6.5, 'Females Aged 45+': 5.3, 'Top 1000 voters': 7.5, 'US users': 6.4, 'Non-US users': 6.8, 'IMDb users': 6.4}","{'Males': 28, 'Females': 9, 'Aged 18-29': 7, 'Males Aged 18-29': 3, 'Females Aged 18-29': 3, 'Aged 30-44': 13, 'Males Aged 30-44': 10, 'Females Aged 30-44': 3, 'Aged 45+': 17, 'Males Aged 45+': 14, 'Females Aged 45+': 3, 'Top 1000 voters': 14, 'US users': 30, 'Non-US users': 6, 'IMDb users': 44}",12,"{'10': 5, '9': 1, '8': 5, '7': 8, '6': 15, '5': 5, '4': 2, '3': 0, '2': 1, '1': 2}",3
"{'Males': 7.5, 'Females': 7.1, 'Aged 18-29': 6.9, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 7.0, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 7.5, 'Aged 45+': 7.4, 'Males Aged 45+': 7.4, 'Females Aged 45+': 7.0, 'Top 1000 voters': 7.5, 'US users': 7.5, 'Non-US users': 7.3, 'IMDb users': 7.0}","{'Males': 30, 'Females': 7, 'Aged 18-29': 9, 'Males Aged 18-29': 5, 'Females Aged 18-29': 3, 'Aged 30-44': 9, 'Males Aged 30-44': 7, 'Females Aged 30-44': 2, 'Aged 45+': 19, 'Males Aged 45+': 17, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 26, 'Non-US users': 10, 'IMDb users': 46}",11,"{'10': 9, '9': 3, '8': 6, '7': 14, '6': 5, '5': 4, '4': 2, '3': 0, '2': 0, '1': 3}",3
"{'Males': 7.6, 'Females': 7.3, 'Aged 18-29': 8.0, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 9.7, 'Aged 30-44': 7.8, 'Males Aged 30-44': 8.2, 'Females Aged 30-44': 3.0, 'Aged 45+': 7.0, 'Males Aged 45+': 7.0, 'Females Aged 45+': 7.0, 'Top 1000 voters': 7.1, 'US users': 7.2, 'Non-US users': 8.4, 'IMDb users': 7.5}","{'Males': 32, 'Females': 6, 'Aged 18-29': 9, 'Males Aged 18-29': 5, 'Females Aged 18-29': 3, 'Aged 30-44': 10, 'Males Aged 30-44': 9, 'Females Aged 30-44': 1, 'Aged 45+': 19, 'Males Aged 45+': 17, 'Females Aged 45+': 2, 'Top 1000 voters': 19, 'US users': 27, 'Non-US users': 10, 'IMDb users': 45}",10,"{'10': 12, '9': 2, '8': 9, '7': 10, '6': 4, '5': 4, '4': 3, '3': 1, '2': 0, '1': 0}",3
"{'Males': 7.9, 'Females': 8.4, 'Aged 18-29': 8.3, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 9.2, 'Aged 30-44': 7.5, 'Males Aged 30-44': 7.6, 'Females Aged 30-44': 7.0, 'Aged 45+': 7.7, 'Males Aged 45+': 7.7, 'Females Aged 45+': 7.5, 'Top 1000 voters': 7.7, 'US users': 7.8, 'Non-US users': 8.2, 'IMDb users': 7.7}","{'Males': 35, 'Females': 9, 'Aged 18-29': 11, 'Males Aged 18-29': 5, 'Females Aged 18-29': 5, 'Aged 30-44': 10, 'Males Aged 30-44': 8, 'Females Aged 30-44': 2, 'Aged 45+': 23, 'Males Aged 45+': 21, 'Females Aged 45+': 2, 'Top 1000 voters': 17, 'US users': 31, 'Non-US users': 12, 'IMDb users': 53}",9,"{'10': 15, '9': 2, '8': 10, '7': 19, '6': 1, '5': 4, '4': 0, '3': 0, '2': 0, '1': 2}",3
"{'Males': 8.1, 'Females': 8.6, 'Aged 18-29': 8.3, 'Males Aged 18-29': 7.6, 'Females Aged 18-29': 10.0, 'Aged 30-44': 8.3, 'Males Aged 30-44': 8.5, 'Females Aged 30-44': 7.5, 'Aged 45+': 7.8, 'Males Aged 45+': 7.8, 'Females Aged 45+': 7.5, 'Top 1000 voters': 7.7, 'US users': 8.2, 'Non-US users': 7.5, 'IMDb users': 7.8}","{'Males': 35, 'Females': 7, 'Aged 18-29': 10, 'Males Aged 18-29': 6, 'Females Aged 18-29': 3, 'Aged 30-44': 8, 'Males Aged 30-44': 6, 'Females Aged 30-44': 2, 'Aged 45+': 24, 'Males Aged 45+': 22, 'Females Aged 45+': 2, 'Top 1000 voters': 16, 'US users': 27, 'Non-US users': 14, 'IMDb users': 52}",8,"{'10': 17, '9': 4, '8': 11, '7': 7, '6': 8, '5': 1, '4': 2, '3': 0, '2': 2, '1': 0}",3
"{'Males': 7.7, 'Females': 7.7, 'Aged 18-29': 7.7, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 10.0, 'Aged 30-44': 7.7, 'Males Aged 30-44': 7.8, 'Females Aged 30-44': 6.0, 'Aged 45+': 7.5, 'Males Aged 45+': 7.5, 'Females Aged 45+': 5.5, 'Top 1000 voters': 7.9, 'US users': 7.4, 'Non-US users': 8.1, 'IMDb users': 7.5}","{'Males': 29, 'Females': 5, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 8, 'Males Aged 30-44': 7, 'Females Aged 30-44': 1, 'Aged 45+': 19, 'Males Aged 45+': 17, 'Females Aged 45+': 2, 'Top 1000 voters': 16, 'US users': 22, 'Non-US users': 9, 'IMDb users': 41}",7,"{'10': 11, '9': 1, '8': 10, '7': 8, '6': 5, '5': 4, '4': 0, '3': 1, '2': 0, '1': 1}",3
"{'Males': 7.7, 'Females': 7.5, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 9.0, 'Aged 30-44': 7.7, 'Males Aged 30-44': 7.8, 'Females Aged 30-44': 6.0, 'Aged 45+': 7.6, 'Males Aged 45+': 7.6, 'Females Aged 45+': 5.5, 'Top 1000 voters': 7.8, 'US users': 7.5, 'Non-US users': 7.9, 'IMDb users': 7.5}","{'Males': 27, 'Females': 6, 'Aged 18-29': 9, 'Males Aged 18-29': 5, 'Females Aged 18-29': 3, 'Aged 30-44': 6, 'Males Aged 30-44': 5, 'Females Aged 30-44': 1, 'Aged 45+': 18, 'Males Aged 45+': 16, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 22, 'Non-US users': 10, 'IMDb users': 36}",6,"{'10': 8, '9': 2, '8': 6, '7': 11, '6': 6, '5': 2, '4': 0, '3': 0, '2': 0, '1': 1}",3
"{'Males': 6.9, 'Females': 7.1, 'Aged 18-29': 8.1, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.3, 'Males Aged 30-44': 7.0, 'Females Aged 30-44': 3.0, 'Aged 45+': 6.6, 'Males Aged 45+': 6.5, 'Females Aged 45+': 7.0, 'Top 1000 voters': 6.5, 'US users': 6.7, 'Non-US users': 7.3, 'IMDb users': 6.8}","{'Males': 28, 'Females': 6, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 8, 'Males Aged 30-44': 7, 'Females Aged 30-44': 1, 'Aged 45+': 20, 'Males Aged 45+': 17, 'Females Aged 45+': 3, 'Top 1000 voters': 16, 'US users': 24, 'Non-US users': 9, 'IMDb users': 41}",5,"{'10': 11, '9': 0, '8': 6, '7': 7, '6': 5, '5': 4, '4': 3, '3': 3, '2': 0, '1': 2}",3
"{'Males': 8.0, 'Females': 7.6, 'Aged 18-29': 7.7, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 8.1, 'Aged 30-44': 8.1, 'Males Aged 30-44': 8.5, 'Females Aged 30-44': 7.0, 'Aged 45+': 7.6, 'Males Aged 45+': 7.7, 'Females Aged 45+': 7.0, 'Top 1000 voters': 7.8, 'US users': 7.7, 'Non-US users': 8.0, 'IMDb users': 7.9}","{'Males': 34, 'Females': 9, 'Aged 18-29': 12, 'Males Aged 18-29': 6, 'Females Aged 18-29': 5, 'Aged 30-44': 10, 'Males Aged 30-44': 8, 'Females Aged 30-44': 2, 'Aged 45+': 20, 'Males Aged 45+': 18, 'Females Aged 45+': 2, 'Top 1000 voters': 18, 'US users': 27, 'Non-US users': 14, 'IMDb users': 49}",4,"{'10': 15, '9': 2, '8': 11, '7': 11, '6': 5, '5': 3, '4': 1, '3': 1, '2': 0, '1': 0}",3
"{'Males': 7.1, 'Females': 6.6, 'Aged 18-29': 7.0, 'Males Aged 18-29': 6.8, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.7, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 5.0, 'Aged 45+': 6.5, 'Males Aged 45+': 6.6, 'Females Aged 45+': 5.5, 'Top 1000 voters': 6.8, 'US users': 6.7, 'Non-US users': 7.1, 'IMDb users': 7.0}","{'Males': 32, 'Females': 6, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 13, 'Males Aged 30-44': 11, 'Females Aged 30-44': 2, 'Aged 45+': 17, 'Males Aged 45+': 15, 'Females Aged 45+': 2, 'Top 1000 voters': 18, 'US users': 27, 'Non-US users': 9, 'IMDb users': 46}",3,"{'10': 13, '9': 3, '8': 2, '7': 10, '6': 6, '5': 4, '4': 1, '3': 5, '2': 0, '1': 2}",3
"{'Males': 6.7, 'Females': 6.5, 'Aged 18-29': 8.2, 'Males Aged 18-29': 8.5, 'Females Aged 18-29': 10.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 6.2, 'Females Aged 30-44': 4.5, 'Aged 45+': 6.1, 'Males Aged 45+': 6.2, 'Females Aged 45+': 5.5, 'Top 1000 voters': 6.7, 'US users': 6.7, 'Non-US users': 6.3, 'IMDb users': 6.4}","{'Males': 28, 'Females': 6, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 9, 'Males Aged 30-44': 7, 'Females Aged 30-44': 2, 'Aged 45+': 18, 'Males Aged 45+': 16, 'Females Aged 45+': 2, 'Top 1000 voters': 16, 'US users': 21, 'Non-US users': 12, 'IMDb users': 42}",2,"{'10': 8, '9': 1, '8': 6, '7': 6, '6': 7, '5': 4, '4': 4, '3': 2, '2': 1, '1': 3}",3
"{'Males': 6.7, 'Females': 7.3, 'Aged 18-29': 8.4, 'Males Aged 18-29': 8.0, 'Females Aged 18-29': 10.0, 'Aged 30-44': 6.5, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 6.5, 'Aged 45+': 6.1, 'Males Aged 45+': 6.2, 'Females Aged 45+': 5.5, 'Top 1000 voters': 7.1, 'US users': 6.8, 'Non-US users': 6.4, 'IMDb users': 6.8}","{'Males': 31, 'Females': 6, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 11, 'Males Aged 30-44': 9, 'Females Aged 30-44': 2, 'Aged 45+': 20, 'Males Aged 45+': 18, 'Females Aged 45+': 2, 'Top 1000 voters': 16, 'US users': 24, 'Non-US users': 12, 'IMDb users': 45}",1,"{'10': 8, '9': 1, '8': 6, '7': 13, '6': 7, '5': 5, '4': 1, '3': 2, '2': 0, '1': 2}",3
"{'Males': 7.5, 'Females': 7.8, 'Aged 18-29': 8.7, 'Males Aged 18-29': 8.4, 'Females Aged 18-29': 10.0, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.5, 'Females Aged 30-44': 7.0, 'Aged 45+': 7.0, 'Males Aged 45+': 7.0, 'Females Aged 45+': 7.5, 'Top 1000 voters': 6.9, 'US users': 7.2, 'Non-US users': 7.6, 'IMDb users': 7.4}","{'Males': 42, 'Females': 8, 'Aged 18-29': 9, 'Males Aged 18-29': 6, 'Females Aged 18-29': 2, 'Aged 30-44': 16, 'Males Aged 30-44': 12, 'Females Aged 30-44': 4, 'Aged 45+': 24, 'Males Aged 45+': 22, 'Females Aged 45+': 2, 'Top 1000 voters': 18, 'US users': 31, 'Non-US users': 17, 'IMDb users': 58}",0,"{'10': 15, '9': 5, '8': 11, '7': 11, '6': 2, '5': 7, '4': 1, '3': 6, '2': 0, '1': 0}",3
